segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
Credit Revolvers,0.03374418,Low Risk,4254,85,0.73,5
Low Engagement Users,0.0092753805,Low Risk,2222,54,0.0,3
Low Engagement Users,0.13631864,Medium Risk,1739,38,0.116,6
Low Engagement Users,0.032929603,Low Risk,2525,45,0.067,6
Credit Revolvers,0.04641959,Low Risk,3282,66,0.279,5
Low Engagement Users,0.08615953,Medium Risk,4207,80,0.0,5
Low Engagement Users,0.06977329,Medium Risk,4626,77,0.189,4
Credit Revolvers,0.027921591,Low Risk,2000,32,0.43,6
Low Engagement Users,0.24967694,High Risk,4601,77,0.074,3
Low Engagement Users,0.18015407,High Risk,4589,89,0.249,3
Low Engagement Users,0.016459767,Low Risk,2023,38,0.169,4
Credit Revolvers,0.05340557,Low Risk,3944,78,0.849,6
Low Engagement Users,0.026348641,Low Risk,4466,92,0.196,3
Low Engagement Users,0.2951708,High Risk,4303,77,0.041,6
Low Engagement Users,0.041066978,Low Risk,3534,56,0.0,4
Credit Revolvers,0.040041585,Low Risk,4697,73,0.676,4
Low Engagement Users,0.079793796,Medium Risk,4809,71,0.0,6
Low Engagement Users,0.04682749,Low Risk,1871,32,0.056,2
Low Engagement Users,0.007169316,Low Risk,5067,62,0.0,5
Low Engagement Users,0.16256967,Medium Risk,2996,62,0.0,4
Credit Revolvers,0.09845184,Medium Risk,4964,84,0.432,5
Credit Revolvers,0.060178585,Low Risk,3895,67,0.552,5
Low Engagement Users,0.0076278634,Low Risk,1484,33,0.0,3
Low Engagement Users,0.015609842,Low Risk,2432,48,0.0,2
Low Engagement Users,0.119036786,Medium Risk,4631,76,0.04,6
Low Engagement Users,0.032200668,Low Risk,4190,87,0.069,3
Low Engagement Users,0.021749115,Low Risk,4374,71,0.0,4
Credit Revolvers,0.3099247,High Risk,4343,83,0.458,5
Low Engagement Users,0.059540253,Low Risk,1897,35,0.0,4
Low Engagement Users,0.05823077,Low Risk,4710,70,0.191,6
Low Engagement Users,0.1217686,Medium Risk,4241,61,0.224,5
Low Engagement Users,0.023522658,Low Risk,5099,60,0.158,4
Credit Revolvers,0.049235787,Low Risk,4025,62,0.621,4
Credit Revolvers,0.045477614,Low Risk,4030,73,0.793,5
Low Engagement Users,0.13604437,Medium Risk,3502,57,0.213,5
Low Engagement Users,0.072253086,Medium Risk,4814,89,0.162,3
Credit Revolvers,0.01881159,Low Risk,3339,71,0.894,4
Credit Revolvers,0.027898312,Low Risk,1907,47,0.634,2
Credit Revolvers,0.017892359,Low Risk,3512,65,0.344,3
Low Engagement Users,0.16114314,Medium Risk,4900,61,0.056,6
Low Engagement Users,0.03061357,Low Risk,3887,71,0.209,3
Low Engagement Users,0.114946805,Medium Risk,1626,28,0.0,2
Low Engagement Users,0.0065594157,Low Risk,4540,78,0.0,6
Credit Revolvers,0.07605675,Medium Risk,4415,77,0.519,3
Credit Revolvers,0.30827555,High Risk,3841,69,0.722,4
Credit Revolvers,0.18992846,High Risk,4455,82,0.589,5
Low Engagement Users,0.062090974,Low Risk,3543,62,0.167,4
Low Engagement Users,0.0209377,Low Risk,3819,75,0.0,4
Low Engagement Users,0.068557695,Medium Risk,3592,79,0.107,6
Low Engagement Users,0.16620447,Medium Risk,2611,43,0.0,3
Low Engagement Users,0.22734365,High Risk,3188,71,0.238,4
Low Engagement Users,0.01761352,Low Risk,4726,78,0.0,5
Low Engagement Users,0.021153353,Low Risk,1447,23,0.214,6
Credit Revolvers,0.04336657,Low Risk,3992,57,0.524,6
Low Engagement Users,0.046350796,Low Risk,4900,89,0.1,4
Credit Revolvers,0.058865536,Low Risk,2680,51,0.655,1
Low Engagement Users,0.013002218,Low Risk,4715,81,0.0,4
Low Engagement Users,0.24299586,High Risk,4212,75,0.242,4
Credit Revolvers,0.04633746,Low Risk,4862,41,0.699,3
Credit Revolvers,0.2668909,High Risk,2538,39,0.881,3
Low Engagement Users,0.23901838,High Risk,4431,82,0.215,6
Low Engagement Users,0.08838087,Medium Risk,4806,91,0.108,5
Low Engagement Users,0.06195137,Low Risk,4003,74,0.078,4
Low Engagement Users,0.05873606,Low Risk,3464,67,0.122,3
Low Engagement Users,0.06108735,Low Risk,2014,54,0.044,3
Low Engagement Users,0.013793724,Low Risk,4012,59,0.0,3
Credit Revolvers,0.060550462,Low Risk,3912,67,0.348,4
Low Engagement Users,0.035043597,Low Risk,4309,77,0.158,4
Credit Revolvers,0.0364702,Low Risk,4279,67,0.6,5
Credit Revolvers,0.07251019,Medium Risk,4642,92,0.481,4
Low Engagement Users,0.008582053,Low Risk,2013,35,0.0,1
Credit Revolvers,0.031773392,Low Risk,3896,67,0.603,3
Low Engagement Users,0.04666581,Low Risk,3814,67,0.0,6
Low Engagement Users,0.010344317,Low Risk,1937,51,0.0,3
Low Engagement Users,0.06566598,Low Risk,4275,77,0.184,6
Credit Revolvers,0.070968434,Medium Risk,4624,86,0.778,6
Low Engagement Users,0.012959775,Low Risk,2054,46,0.0,3
Credit Revolvers,0.29439425,High Risk,4307,66,0.767,3
Credit Revolvers,0.018937986,Low Risk,1460,32,0.999,3
Credit Revolvers,0.06834909,Medium Risk,4319,76,0.583,5
Credit Revolvers,0.04645912,Low Risk,2644,43,0.467,3
Credit Revolvers,0.03797384,Low Risk,4719,91,0.397,4
Credit Revolvers,0.02454446,Low Risk,2108,40,0.819,2
Low Engagement Users,0.017423535,Low Risk,4815,81,0.0,6
Low Engagement Users,0.13888654,Medium Risk,5495,69,0.069,5
Credit Revolvers,0.035293624,Low Risk,3857,70,0.634,6
Low Engagement Users,0.07468658,Medium Risk,1441,39,0.0,4
Low Engagement Users,0.0320363,Low Risk,3444,52,0.0,6
Low Engagement Users,0.06671467,Low Risk,3987,64,0.157,5
Low Engagement Users,0.07310634,Medium Risk,3355,66,0.09,3
Low Engagement Users,0.15470925,Medium Risk,4310,76,0.0,6
Low Engagement Users,0.032200668,Low Risk,3221,66,0.156,4
Credit Revolvers,0.10201272,Medium Risk,4457,86,0.921,5
Low Engagement Users,0.058155615,Low Risk,4231,60,0.055,4
Credit Revolvers,0.069982454,Medium Risk,3921,63,0.626,6
Low Engagement Users,0.02085606,Low Risk,2999,75,0.0,4
Low Engagement Users,0.01527495,Low Risk,4793,71,0.0,4
Credit Revolvers,0.6303595,High Risk,4496,71,0.596,4
Credit Revolvers,0.028568981,Low Risk,4883,85,0.582,6
Credit Revolvers,0.2816353,High Risk,4037,71,0.666,5
Credit Revolvers,0.052238885,Low Risk,4342,62,0.34,6
Low Engagement Users,0.13796706,Medium Risk,3094,56,0.144,5
Low Engagement Users,0.017288515,Low Risk,2510,38,0.0,5
Credit Revolvers,0.1518184,Medium Risk,3965,57,0.673,4
Credit Revolvers,0.06615805,Low Risk,4647,65,0.948,5
Low Engagement Users,0.015456028,Low Risk,5245,89,0.0,4
Low Engagement Users,0.031601947,Low Risk,5001,88,0.152,3
Low Engagement Users,0.20137887,High Risk,4942,76,0.046,4
Low Engagement Users,0.2632484,High Risk,3365,63,0.304,6
Low Engagement Users,0.026887778,Low Risk,1656,31,0.155,3
Low Engagement Users,0.04436348,Low Risk,3793,86,0.121,3
Low Engagement Users,0.008794126,Low Risk,4366,69,0.0,5
Low Engagement Users,0.04265151,Low Risk,4473,72,0.052,4
Credit Revolvers,0.050251503,Low Risk,4457,69,0.524,6
Low Engagement Users,0.10362778,Medium Risk,5155,77,0.307,5
Credit Revolvers,0.095468774,Medium Risk,5116,75,0.679,6
Credit Revolvers,0.029196296,Low Risk,4717,75,0.705,5
Credit Revolvers,0.45971566,High Risk,3292,73,0.798,5
Low Engagement Users,0.00792298,Low Risk,2253,39,0.0,3
Low Engagement Users,0.11807781,Medium Risk,3672,75,0.183,4
Low Engagement Users,0.010868535,Low Risk,3774,80,0.0,3
Low Engagement Users,0.014809251,Low Risk,1900,36,0.0,6
Low Engagement Users,0.04265151,Low Risk,1987,46,0.004,4
Credit Revolvers,0.06066814,Low Risk,4432,92,0.595,4
Low Engagement Users,0.003297781,Low Risk,1370,38,0.0,4
Credit Revolvers,0.25612935,High Risk,4106,66,0.517,5
Low Engagement Users,0.01617878,Low Risk,3974,56,0.0,3
Low Engagement Users,0.016353883,Low Risk,3560,67,0.0,3
Credit Revolvers,0.059633918,Low Risk,2310,43,0.448,2
Low Engagement Users,0.03716323,Low Risk,4539,75,0.056,6
Credit Revolvers,0.045447458,Low Risk,4109,72,0.736,6
Low Engagement Users,0.01527495,Low Risk,3081,50,0.0,3
Credit Revolvers,0.11134437,Medium Risk,4359,79,0.62,6
Credit Revolvers,0.045995273,Low Risk,4131,80,0.53,6
Low Engagement Users,0.027602319,Low Risk,4827,77,0.099,3
Credit Revolvers,0.060550462,Low Risk,4270,76,0.73,6
Credit Revolvers,0.02832732,Low Risk,4126,90,0.638,5
Low Engagement Users,0.006923409,Low Risk,4836,83,0.0,5
Low Engagement Users,0.03468866,Low Risk,4334,80,0.209,5
Low Engagement Users,0.05012191,Low Risk,4537,81,0.084,3
Low Engagement Users,0.012293222,Low Risk,2162,36,0.0,4
Credit Revolvers,0.28002948,High Risk,3462,67,0.872,5
Credit Revolvers,0.26323026,High Risk,3833,73,0.766,5
Low Engagement Users,0.04063699,Low Risk,4037,74,0.157,4
Credit Revolvers,0.18255894,High Risk,4068,66,0.263,4
Low Engagement Users,0.024354635,Low Risk,1828,45,0.087,3
Low Engagement Users,0.010199061,Low Risk,2616,42,0.0,5
Credit Revolvers,0.24808902,High Risk,4512,80,0.621,4
Low Engagement Users,0.15142718,Medium Risk,2095,43,0.0,3
Credit Revolvers,0.03240049,Low Risk,4316,72,0.674,3
Credit Revolvers,0.050251503,Low Risk,3967,69,0.386,6
Low Engagement Users,0.026581002,Low Risk,4300,94,0.036,6
Credit Revolvers,0.02832732,Low Risk,4734,73,0.667,3
Credit Revolvers,0.29105228,High Risk,4218,64,0.396,6
Credit Revolvers,0.06531986,Low Risk,5379,92,0.676,4
Credit Revolvers,0.04723617,Low Risk,4507,63,0.544,6
Credit Revolvers,0.05078617,Low Risk,2447,40,0.427,5
Credit Revolvers,0.02289498,Low Risk,4757,81,0.581,3
Credit Revolvers,0.048168987,Low Risk,2477,42,0.833,4
Credit Revolvers,0.056512557,Low Risk,4108,72,0.592,4
Credit Revolvers,0.03304233,Low Risk,2312,49,0.361,3
Low Engagement Users,0.017423168,Low Risk,4012,60,0.084,6
Low Engagement Users,0.0068073417,Low Risk,1759,34,0.0,6
Low Engagement Users,0.34857455,High Risk,3906,81,0.138,6
Low Engagement Users,0.053004626,Low Risk,4360,66,0.0,4
Credit Revolvers,0.2991711,High Risk,4423,67,0.484,3
Low Engagement Users,0.3022062,High Risk,3999,66,0.0,6
Low Engagement Users,0.08326842,Medium Risk,5220,74,0.05,3
Low Engagement Users,0.07057342,Medium Risk,4354,79,0.19,4
Credit Revolvers,0.0149981845,Low Risk,4598,71,0.796,6
Credit Revolvers,0.030327855,Low Risk,4887,69,0.584,4
Low Engagement Users,0.022949602,Low Risk,2048,40,0.038,5
Credit Revolvers,0.019915452,Low Risk,1884,43,0.763,3
Low Engagement Users,0.4485688,High Risk,3574,75,0.03,6
Low Engagement Users,0.027183993,Low Risk,3966,77,0.138,3
Credit Revolvers,0.04423587,Low Risk,2579,47,0.819,3
Low Engagement Users,0.0095865475,Low Risk,2335,40,0.0,2
Low Engagement Users,0.102613084,Medium Risk,4014,69,0.073,3
Credit Revolvers,0.0337674,Low Risk,4118,70,0.658,3
Low Engagement Users,0.0239967,Low Risk,4699,73,0.037,3
Credit Revolvers,0.03869012,Low Risk,3739,55,0.356,4
Low Engagement Users,0.16661178,Medium Risk,3412,71,0.155,4
Credit Revolvers,0.15862703,Medium Risk,4110,71,0.543,3
Low Engagement Users,0.050638177,Low Risk,3525,78,0.059,6
Low Engagement Users,0.24069153,High Risk,3961,69,0.135,5
Credit Revolvers,0.16474095,Medium Risk,3592,66,0.329,3
Credit Revolvers,0.03890963,Low Risk,4480,70,0.718,4
Low Engagement Users,0.15897945,Medium Risk,4271,79,0.0,5
Credit Revolvers,0.3547568,High Risk,4498,64,0.565,3
Credit Revolvers,0.0364702,Low Risk,4519,78,0.794,5
Low Engagement Users,0.03510136,Low Risk,3924,82,0.06,3
Credit Revolvers,0.16057111,Medium Risk,4389,79,0.404,5
Low Engagement Users,0.04284817,Low Risk,4293,73,0.042,5
Credit Revolvers,0.576679,High Risk,4284,69,0.784,6
Low Engagement Users,0.06330838,Low Risk,4477,82,0.235,3
Low Engagement Users,0.01766681,Low Risk,4768,80,0.0,6
Low Engagement Users,0.010146213,Low Risk,2017,37,0.0,2
Low Engagement Users,0.009108759,Low Risk,1849,43,0.0,3
Credit Revolvers,0.02577536,Low Risk,4570,68,0.495,5
Credit Revolvers,0.019398017,Low Risk,4214,83,0.547,4
Credit Revolvers,0.052062247,Low Risk,4786,81,0.608,5
Low Engagement Users,0.14841561,Medium Risk,3101,54,0.047,4
Low Engagement Users,0.04804689,Low Risk,2473,44,0.196,1
Credit Revolvers,0.049459096,Low Risk,4850,80,0.408,4
Low Engagement Users,0.0115418555,Low Risk,2123,37,0.0,1
Credit Revolvers,0.026239598,Low Risk,4442,64,0.813,4
Credit Revolvers,0.027245138,Low Risk,4006,68,0.395,6
Credit Revolvers,0.06461761,Low Risk,5085,78,0.864,3
Credit Revolvers,0.050251503,Low Risk,3601,66,0.804,3
Credit Revolvers,0.039202344,Low Risk,3785,63,0.631,5
Credit Revolvers,0.059328254,Low Risk,3808,81,0.536,5
Low Engagement Users,0.06297683,Low Risk,3281,63,0.061,3
Low Engagement Users,0.006289044,Low Risk,1704,34,0.0,1
Credit Revolvers,0.037540972,Low Risk,4596,71,0.403,6
Low Engagement Users,0.034119803,Low Risk,3934,74,0.03,6
Credit Revolvers,0.069982454,Medium Risk,4297,88,0.703,4
Low Engagement Users,0.011822788,Low Risk,2329,43,0.0,5
Low Engagement Users,0.08118439,Medium Risk,4124,87,0.086,3
Credit Revolvers,0.32358417,High Risk,4727,83,0.749,6
Low Engagement Users,0.014863481,Low Risk,2567,43,0.0,2
Low Engagement Users,0.108381025,Medium Risk,1868,40,0.043,6
Credit Revolvers,0.2866568,High Risk,5202,88,0.791,6
Low Engagement Users,0.06108735,Low Risk,4472,86,0.107,3
Low Engagement Users,0.13383038,Medium Risk,2473,56,0.0,5
Credit Revolvers,0.051299494,Low Risk,3863,69,0.65,4
Low Engagement Users,0.13854013,Medium Risk,4722,89,0.0,6
Low Engagement Users,0.0320363,Low Risk,4496,77,0.0,3
Credit Revolvers,0.31574908,High Risk,4313,84,0.766,3
Low Engagement Users,0.14732431,Medium Risk,2342,40,0.0,6
Low Engagement Users,0.030098721,Low Risk,4682,89,0.188,5
Credit Revolvers,0.34029394,High Risk,2866,59,0.467,3
Low Engagement Users,0.045995273,Low Risk,4116,64,0.199,4
Credit Revolvers,0.14577566,Medium Risk,2045,53,0.328,5
Credit Revolvers,0.19756034,High Risk,4451,65,0.507,4
Low Engagement Users,0.039119728,Low Risk,4413,69,0.092,3
Low Engagement Users,0.4124137,High Risk,4189,86,0.169,3
Credit Revolvers,0.061272033,Low Risk,4439,74,0.685,6
Low Engagement Users,0.048599713,Low Risk,3821,83,0.091,6
Low Engagement Users,0.0095865475,Low Risk,2687,41,0.0,3
Credit Revolvers,0.05563401,Low Risk,4483,77,0.75,6
Credit Revolvers,0.087223165,Medium Risk,2673,43,0.491,4
Credit Revolvers,0.04900468,Low Risk,2492,43,0.566,6
Credit Revolvers,0.02307401,Low Risk,5102,63,0.326,4
Low Engagement Users,0.014237655,Low Risk,4554,75,0.0,6
Low Engagement Users,0.11807781,Medium Risk,4969,84,0.213,5
Low Engagement Users,0.041564777,Low Risk,4297,64,0.246,5
Low Engagement Users,0.06316494,Low Risk,4328,68,0.23,6
Credit Revolvers,0.076279454,Medium Risk,3951,79,0.69,4
Low Engagement Users,0.01659384,Low Risk,3950,82,0.0,5
Credit Revolvers,0.2528078,High Risk,3192,61,0.322,4
Low Engagement Users,0.015819045,Low Risk,2141,35,0.0,3
Credit Revolvers,0.42104307,High Risk,4481,77,0.491,5
Low Engagement Users,0.058517244,Low Risk,3927,60,0.114,5
Low Engagement Users,0.017645415,Low Risk,3270,63,0.0,5
Credit Revolvers,0.085816614,Medium Risk,4224,77,0.506,6
Low Engagement Users,0.06385475,Low Risk,4192,73,0.03,3
Low Engagement Users,0.04284817,Low Risk,4254,73,0.043,6
Credit Revolvers,0.17396662,Medium Risk,4579,87,0.598,3
Low Engagement Users,0.016004963,Low Risk,4759,98,0.0,4
Low Engagement Users,0.009089275,Low Risk,1841,39,0.0,5
Low Engagement Users,0.0956105,Medium Risk,2750,57,0.082,6
Low Engagement Users,0.021778338,Low Risk,4512,77,0.0,4
Credit Revolvers,0.031826816,Low Risk,3592,79,0.305,3
Low Engagement Users,0.07261153,Medium Risk,4282,52,0.085,5
Credit Revolvers,0.056620378,Low Risk,4522,75,0.734,6
Credit Revolvers,0.18665764,High Risk,4344,68,0.532,3
Low Engagement Users,0.005827165,Low Risk,2232,41,0.0,3
Low Engagement Users,0.050691284,Low Risk,3910,68,0.026,3
Credit Revolvers,0.14391543,Medium Risk,3462,49,0.506,5
Low Engagement Users,0.037138347,Low Risk,3338,65,0.107,6
Low Engagement Users,0.30534607,High Risk,4852,85,0.228,6
Low Engagement Users,0.009115747,Low Risk,3115,69,0.0,3
Low Engagement Users,0.025708552,Low Risk,3991,76,0.08,3
Credit Revolvers,0.05179073,Low Risk,3331,74,0.55,4
Credit Revolvers,0.045995273,Low Risk,4084,70,0.678,5
Low Engagement Users,0.0110836895,Low Risk,2413,53,0.0,2
Credit Revolvers,0.05428706,Low Risk,4613,86,0.65,3
Credit Revolvers,0.28081468,High Risk,2379,46,0.509,1
Credit Revolvers,0.13896655,Medium Risk,3309,67,0.553,5
Credit Revolvers,0.14117011,Medium Risk,4119,73,0.731,5
Credit Revolvers,0.07218414,Medium Risk,4697,83,0.454,5
Low Engagement Users,0.016039664,Low Risk,4674,72,0.145,5
Credit Revolvers,0.029196296,Low Risk,4076,60,0.33,5
Low Engagement Users,0.04321327,Low Risk,1934,30,0.258,3
Low Engagement Users,0.05317396,Low Risk,2538,42,0.052,3
Low Engagement Users,0.0073820306,Low Risk,1693,37,0.0,2
Credit Revolvers,0.043045815,Low Risk,3623,63,0.601,5
Credit Revolvers,0.04804494,Low Risk,4483,87,0.787,6
Credit Revolvers,0.093424655,Medium Risk,4237,76,0.469,4
Low Engagement Users,0.020095361,Low Risk,1682,43,0.039,2
Low Engagement Users,0.014809251,Low Risk,2302,42,0.0,3
Low Engagement Users,0.043748874,Low Risk,3694,67,0.094,6
Low Engagement Users,0.057095084,Low Risk,4168,64,0.066,3
Low Engagement Users,0.018763024,Low Risk,4544,72,0.0,3
Credit Revolvers,0.024592793,Low Risk,4192,62,0.404,3
Low Engagement Users,0.037009668,Low Risk,4492,71,0.064,4
Low Engagement Users,0.058246657,Low Risk,2377,47,0.188,4
Low Engagement Users,0.24069153,High Risk,3578,75,0.025,5
Credit Revolvers,0.031537484,Low Risk,4345,68,0.712,5
Low Engagement Users,0.020221524,Low Risk,4561,82,0.0,4
Credit Revolvers,0.02701294,Low Risk,3392,70,0.851,6
Credit Revolvers,0.19437253,High Risk,1633,32,0.663,2
Credit Revolvers,0.046430916,Low Risk,3956,71,0.537,3
Low Engagement Users,0.2765039,High Risk,2403,42,0.161,6
Low Engagement Users,0.030647585,Low Risk,2311,58,0.146,6
Credit Revolvers,0.05934599,Low Risk,4292,66,0.787,3
Low Engagement Users,0.35569143,High Risk,4250,85,0.334,6
Credit Revolvers,0.05043296,Low Risk,4574,84,0.662,6
Low Engagement Users,0.033681184,Low Risk,4478,87,0.074,5
Credit Revolvers,0.0485994,Low Risk,4384,70,0.392,5
Low Engagement Users,0.23432311,High Risk,4678,80,0.111,5
Low Engagement Users,0.012289946,Low Risk,2888,39,0.0,1
Credit Revolvers,0.023555346,Low Risk,2216,34,0.43,6
Low Engagement Users,0.027073113,Low Risk,4385,80,0.0,3
Low Engagement Users,0.012842953,Low Risk,4242,70,0.0,4
Credit Revolvers,0.043489948,Low Risk,2522,42,0.443,3
Low Engagement Users,0.037750646,Low Risk,3946,48,0.0,4
Credit Revolvers,0.03386238,Low Risk,4490,68,0.288,4
Low Engagement Users,0.02728455,Low Risk,3015,64,0.109,4
Low Engagement Users,0.0106642265,Low Risk,3427,64,0.0,6
Low Engagement Users,0.25572854,High Risk,3325,76,0.158,4
Credit Revolvers,0.025858188,Low Risk,4509,80,0.459,3
Low Engagement Users,0.029693384,Low Risk,4697,82,0.0,6
Low Engagement Users,0.036858555,Low Risk,1632,36,0.0,1
Credit Revolvers,0.05440804,Low Risk,4756,73,0.582,4
Credit Revolvers,0.031265993,Low Risk,3959,71,0.626,6
Low Engagement Users,0.06941367,Medium Risk,4059,80,0.045,5
Credit Revolvers,0.45680743,High Risk,4077,70,0.663,3
Credit Revolvers,0.04774876,Low Risk,2335,41,0.631,1
Credit Revolvers,0.25642952,High Risk,3718,72,0.463,3
Low Engagement Users,0.049447868,Low Risk,4919,75,0.067,5
Low Engagement Users,0.00739707,Low Risk,2038,39,0.0,5
Low Engagement Users,0.026923534,Low Risk,3831,68,0.175,5
Low Engagement Users,0.025492635,Low Risk,4434,67,0.0,4
Low Engagement Users,0.009964106,Low Risk,2476,32,0.0,3
Low Engagement Users,0.028739272,Low Risk,4657,78,0.069,5
Low Engagement Users,0.06311854,Low Risk,1246,27,0.0,5
Credit Revolvers,0.034301054,Low Risk,4648,80,0.347,6
Low Engagement Users,0.005755614,Low Risk,4350,83,0.0,5
Credit Revolvers,0.05842615,Low Risk,5668,82,0.623,5
Credit Revolvers,0.29558513,High Risk,2576,42,0.803,2
Low Engagement Users,0.09112739,Medium Risk,3638,67,0.0,3
Low Engagement Users,0.025412075,Low Risk,3593,64,0.0,4
Low Engagement Users,0.10284292,Medium Risk,4004,86,0.0,5
Low Engagement Users,0.114056796,Medium Risk,4504,81,0.122,6
Low Engagement Users,0.13177092,Medium Risk,3283,50,0.062,3
Low Engagement Users,0.012274842,Low Risk,2562,36,0.0,3
Low Engagement Users,0.006038045,Low Risk,3737,71,0.0,4
Low Engagement Users,0.26340863,High Risk,4338,77,0.0,3
Low Engagement Users,0.010887656,Low Risk,4121,78,0.0,6
Low Engagement Users,0.045995273,Low Risk,4070,71,0.24,4
Low Engagement Users,0.24069153,High Risk,3780,70,0.064,3
Credit Revolvers,0.06772649,Medium Risk,4992,77,0.652,4
Low Engagement Users,0.03609718,Low Risk,2234,49,0.057,2
Credit Revolvers,0.18243323,High Risk,3795,71,0.638,5
Low Engagement Users,0.013240896,Low Risk,4446,68,0.0,4
Credit Revolvers,0.25627923,High Risk,3965,59,0.757,4
Credit Revolvers,0.042473383,Low Risk,3696,71,0.734,6
Credit Revolvers,0.17651051,Medium Risk,3939,69,0.762,4
Low Engagement Users,0.06385475,Low Risk,4376,86,0.063,4
Credit Revolvers,0.028455371,Low Risk,3828,86,0.685,4
Low Engagement Users,0.20103271,High Risk,5153,77,0.17,3
Low Engagement Users,0.03480466,Low Risk,3914,83,0.065,6
Low Engagement Users,0.28466484,High Risk,4354,70,0.074,6
Low Engagement Users,0.025349252,Low Risk,4444,87,0.281,5
Low Engagement Users,0.05763175,Low Risk,1522,36,0.0,3
Low Engagement Users,0.013378617,Low Risk,2395,49,0.0,3
Low Engagement Users,0.021282747,Low Risk,4274,68,0.0,3
Low Engagement Users,0.04918012,Low Risk,2738,45,0.274,4
Credit Revolvers,0.03889436,Low Risk,4755,82,0.626,4
Low Engagement Users,0.015128597,Low Risk,2437,41,0.0,3
Low Engagement Users,0.01994104,Low Risk,4107,82,0.0,5
Low Engagement Users,0.010805133,Low Risk,4493,79,0.0,4
Credit Revolvers,0.09381941,Medium Risk,3478,64,0.522,6
Low Engagement Users,0.06792851,Medium Risk,4351,75,0.086,3
Low Engagement Users,0.17353812,Medium Risk,2753,43,0.0,3
Credit Revolvers,0.06749809,Medium Risk,4388,83,0.628,5
Low Engagement Users,0.036811586,Low Risk,3915,74,0.255,5
Low Engagement Users,0.12263918,Medium Risk,2013,32,0.0,3
Low Engagement Users,0.095256075,Medium Risk,2333,51,0.052,4
Low Engagement Users,0.19306397,High Risk,3820,76,0.06,4
Credit Revolvers,0.033967856,Low Risk,4129,71,0.256,5
Low Engagement Users,0.019860335,Low Risk,2576,39,0.0,6
Credit Revolvers,0.033706937,Low Risk,2414,28,0.243,1
Low Engagement Users,0.051445488,Low Risk,4538,63,0.096,5
Low Engagement Users,0.006135062,Low Risk,4116,68,0.0,4
Credit Revolvers,0.2364366,High Risk,4754,79,0.598,4
Low Engagement Users,0.014749893,Low Risk,4813,86,0.0,4
Low Engagement Users,0.14177118,Medium Risk,4511,76,0.0,3
Low Engagement Users,0.01724626,Low Risk,2574,43,0.0,5
Credit Revolvers,0.05299542,Low Risk,4389,77,0.65,6
Low Engagement Users,0.17919315,Medium Risk,4313,72,0.257,6
Credit Revolvers,0.04397605,Low Risk,4223,60,0.557,4
Low Engagement Users,0.06612555,Low Risk,3108,62,0.271,5
Credit Revolvers,0.08060812,Medium Risk,4417,69,0.733,6
Credit Revolvers,0.047559828,Low Risk,4333,72,0.605,3
Low Engagement Users,0.06262754,Low Risk,3691,75,0.053,5
Low Engagement Users,0.023287171,Low Risk,2541,36,0.148,2
Credit Revolvers,0.061124235,Low Risk,3887,79,0.629,4
Credit Revolvers,0.12526436,Medium Risk,4210,64,0.745,5
Credit Revolvers,0.062744506,Low Risk,4646,73,0.505,6
Low Engagement Users,0.17596029,Medium Risk,3118,76,0.087,3
Low Engagement Users,0.029196296,Low Risk,3778,70,0.161,3
Credit Revolvers,0.09845938,Medium Risk,4546,59,0.427,6
Low Engagement Users,0.021290665,Low Risk,2008,37,0.221,4
Credit Revolvers,0.28723356,High Risk,3689,55,0.331,6
Credit Revolvers,0.18881781,High Risk,5109,78,0.695,5
Low Engagement Users,0.09207239,Medium Risk,2082,54,0.095,6
Low Engagement Users,0.009452242,Low Risk,1753,49,0.111,5
Low Engagement Users,0.006327843,Low Risk,2467,35,0.0,2
Credit Revolvers,0.21767248,High Risk,4321,89,0.718,4
Credit Revolvers,0.25470704,High Risk,4262,70,0.504,5
Credit Revolvers,0.4582273,High Risk,4119,75,0.477,5
Low Engagement Users,0.027357075,Low Risk,4715,78,0.214,3
Credit Revolvers,0.045995273,Low Risk,4386,67,0.821,3
Low Engagement Users,0.0679612,Medium Risk,4064,75,0.091,6
Low Engagement Users,0.057853326,Low Risk,4467,73,0.088,5
Low Engagement Users,0.05324105,Low Risk,2220,50,0.0,3
Credit Revolvers,0.060178585,Low Risk,4617,70,0.709,5
Low Engagement Users,0.10503035,Medium Risk,4190,81,0.097,4
Credit Revolvers,0.05735516,Low Risk,4423,63,0.473,6
Low Engagement Users,0.26493746,High Risk,5036,76,0.06,6
Low Engagement Users,0.033464808,Low Risk,3863,74,0.107,5
Low Engagement Users,0.007392576,Low Risk,2684,38,0.0,5
Low Engagement Users,0.017648026,Low Risk,4073,79,0.0,6
Low Engagement Users,0.047695268,Low Risk,4544,89,0.223,3
Low Engagement Users,0.10846856,Medium Risk,2489,54,0.0,2
Credit Revolvers,0.031265497,Low Risk,3692,68,0.816,4
Low Engagement Users,0.006152645,Low Risk,3761,70,0.0,5
Credit Revolvers,0.035667527,Low Risk,4752,88,0.362,6
Credit Revolvers,0.02048437,Low Risk,2010,43,0.322,1
Low Engagement Users,0.15142718,Medium Risk,2506,46,0.0,6
Credit Revolvers,0.054300945,Low Risk,4497,68,0.67,4
Credit Revolvers,0.028876167,Low Risk,4533,65,0.621,3
